Live chat ID,Channel ID,Live chat create timestamp,Price,Parent live chat ID,Video ID,Live chat text
UgzjVD8ITRTWh27CYkZ4AaABDqgB_9yUjwI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-18T22:11:34.206215+00:00,0,,buXHxYCl8o8,"{""text"":""lol bozo""}"
UgyMZfiGFk8vfaAGgQN4AaABDqgBn4bElgI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-18T20:00:59.278105+00:00,0,,gd5w3qg6qpM,"{""text"":""it's live but the video is pre-recorded""}"
UgygdRmVO4NGyS6HdqV4AaABDqgB_pGkhQI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-18T19:59:50.566854+00:00,0,,gd5w3qg6qpM,"{""text"":""wassup""}"
UgzuXgx4HP9eju_vs2p4AaABDqgBzYfZggI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-18T19:59:20.35812+00:00,0,,gd5w3qg6qpM,"{""text"":""dang all I read in this chat was crazy people talking about their non-existent \""god\""""}"
UgwCRZ0_h7Bwe_wroHZ4AaABDqgB8L2BigI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-18T19:54:58.793936+00:00,0,,gd5w3qg6qpM,"{""text"":""religious spammers be goin wild""}"
UgwQWsDL11ntpcG_D_p4AaABDqgB-46iigI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-18T19:45:50.003095+00:00,0,,HTWOIlUo4aI,"{""text"":""bruh TikTok servers will be down in the US meaning no one can use it without a VPN, anyone can access TikTok using vpn""}"
UgxVoawxrPsL279hPjx4AaABDqgBmc74mwI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-18T19:44:16.947665+00:00,0,,HTWOIlUo4aI,"{""text"":""W TikTok ban""}"
Ugx9wiAB6OPgcnJ5Mch4AaABDqgBydOIjAI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-16T20:07:36.159654+00:00,0,,xDHIA-Wi58U,"{""text"":""sudo reboot""}"
UgwkOo8EeEuf4YqWb514AaABDqgBhvuJkwI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-15T22:05:37.028523+00:00,0,,0C-fJHL0J30,"{""text"":""finally two pigs agree to save people for a few hours""}"
UgwqPjf8ZK6i19uZo_h4AaABDqgBgLbJkwI,UCSLj2L6Fa78dtxFbbUarM8Q,2025-01-12T05:33:07.132682+00:00,0,,RWOP9JA_Ob4,"{""text"":""religious people are literal methead""}"
