Comment ID,Channel ID,Comment create timestamp,Price,Parent comment ID,Post ID,Video ID,Comment text,Top-level comment ID
UgwP04ACZ8Ecd3tg0iJ4AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-24T15:03:43.208315+00:00,0,,,Z4yxbqWpaaQ,"{""text"":""Damn, I missed the peak internet era""}",
UgztG2DM6CARJPZCk2R4AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-24T14:48:22.542171+00:00,0,,,hOX_uNdd-q8,"{""text"":""I am become meme, destroyer of trends""}",
UgyXKpPWbf9SZecVYDl4AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-24T14:47:33.703345+00:00,0,,,ecT7MP0_2ew,"{""text"":""Bro thinks he oppenheimer""}",
UgzYYrp0JI7SgkemC0B4AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-24T02:22:44.803993+00:00,0,,,m4W9vqSM4l0,"{""text"":""Alternate sauce: renai fuyou gakuha""}",
Ugz8IN-9SbzkGmRkbed4AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-24T02:13:10.28916+00:00,0,,,Rxtar98Xl0E,"{""text"":""Lol people from different countries calling US fascist dictatorship like they don't want criminals in their country""}",
UgzwQnQjhp6-nNvYSFJ4AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-23T23:10:12.069405+00:00,0,,,Dxxd29RgiNg,"{""text"":""I identify as freedom, my pronouns are oil/war""}",
UgxBjda1a1ezOLCVJdl4AaABAg.AEtxsssg0crAEuBwLLcIQG,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-23T22:47:37.793529+00:00,0,UgxBjda1a1ezOLCVJdl4AaABAg,,bUvk6Up5Kmk,"{""text"":""*posts real comment - people: meh""},{""text"":""\n""},{""text"":""😂😂😂 - people: 👍👍👍""}",UgxBjda1a1ezOLCVJdl4AaABAg
UgzJ5JQ7LQmHG5qvme94AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-23T22:38:39.577683+00:00,0,,,OVn3dGmcxIU,"{""text"":""Yeah alright like planting more trees to stop flooding like they can absorb 1000liters of rainwater in less than an hour""}",
UgzDGG9Zhlfow6EtoRd4AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-23T07:30:11.728395+00:00,0,,,d8etYF4bAlA,"{""text"":""Charlie, is your barber still alive?""}",
UgxGb_utenR8eKuy2q94AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-23T07:26:45.569962+00:00,0,,,E9T78bT26sk,"{""text"":""We beatin paper with this one""}",
Ugz6Lhn9JRpwyQ-n2Kx4AaABAg.AEqu_yNSSM3AEqxrkYGYnb,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-22T16:38:12.568204+00:00,0,Ugz6Lhn9JRpwyQ-n2Kx4AaABAg,,WR73Dldyejo,"{""text"":""The NSFW bot situation is getting worse""}",Ugz6Lhn9JRpwyQ-n2Kx4AaABAg
UgxGjc4vsFCv82mKADl4AaABAg.AEpNMlFxwvkAEpmL8HYbZp,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-22T05:38:15.564016+00:00,0,UgxGjc4vsFCv82mKADl4AaABAg,,AQbKULlZAOA,"{""text"":""Money, “protecting” (spying) citizens, and giving themselves the power to arrest/prosecute citizens using the stolen \""evidence\""""},{""text"":""\n""},{""text"":""\n""},{""text"":""\n""},{""text"":""Sussy things you uploaded can get you arrested even if they're just memes""}",UgxGjc4vsFCv82mKADl4AaABAg
UgxzNGrMulXuyLxDEzJ4AaABAg,UCSLj2L6Fa78dtxFbbUarM8Q,2025-02-22T05:26:21.080736+00:00,0,,,AQbKULlZAOA,"{""text"":""\""Sir, someone got our python backdoor script\""""},{""text"":""\n""},{""text"":""                                     -probably UK Gov in the future""}",
